"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-174184","Cdc20:Phospho-APC/C mediated degradation of Cyclin A","50/2262","72/10616",1.98832577878067e-18,9.80907384198463e-17,6.5192279920255e-17,"PSMB5/CDC20/PSMB2/PSMC3/PSMD9/CDK1/PSMD7/PSMA2/ANAPC5/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/ANAPC11/PSMA4/PSME3/PSMC4/PSMD6/MAD2L1/PSMC2/PSMA1/ANAPC15/CCNA2/ANAPC16/PSMA7/SEM1/PSMD12/BUB3/PSMD14/PSMD5/PSMD2/PSMB10/UBE2D1/UBE2E1/PSMA5/PSMB6/PSMD1/PSMB4/ANAPC10/CDC26/PSMB8/ANAPC4/UBC/UBA52",50
"R-HSA-1428517","The citric acid (TCA) cycle and respiratory electron transport","88/2262","174/10616",8.440157928544e-18,4.01510370029307e-16,2.66848602176899e-16,"COX8A/COX6C/COX5A/UQCR10/TMEM126B/ATP5MC1/NDUFA9/NDUFA1/NDUFAB1/ATP5F1A/NDUFB11/COX5B/ATP5MC3/ECSIT/COX7B/COX14/COX6B1/NDUFB6/NDUFA7/UQCR11/TRAP1/NDUFB8/UQCRC1/NDUFV1/IDH3B/ETFB/NDUFA13/NDUFA11/DLAT/NDUFB7/BSG/IDH3A/ATP5F1C/NDUFAF4/SLC16A1/NDUFS7/SCO2/NDUFB10/MDH2/NDUFS3/NDUFS5/COX11/ATP5PO/NDUFC1/SDHB/SCO1/ME2/ATP5ME/NDUFA8/NDUFA2/LRPPRC/SUCLG1/NDUFA6/FH/GLO1/CYC1/UQCRQ/TACO1/NDUFB2/LDHA/ACO2/ATP5MG/UQCRC2/NDUFB5/ATP5F1D/PDP2/FAHD1/ME1/SDHD/DLD/NDUFAF1/NDUFB9/PDHB/NDUFS4/MPC2/SDHC/NDUFA5/NDUFB1/GSTZ1/NDUFA4/L2HGDH/ATP5PB/SUCLG2/TIMMDC1/UCP2/COQ10B/COX20/NDUFB3",88
"R-HSA-174154","APC/C:Cdc20 mediated degradation of Securin","47/2262","67/10616",1.10941466757461e-17,5.09565633520474e-16,3.38663424838564e-16,"PSMB5/PTTG1/CDC20/PSMB2/PSMC3/PSMD9/PSMD7/PSMA2/ANAPC5/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/ANAPC11/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/ANAPC15/ANAPC16/PSMA7/SEM1/PSMD12/PSMD14/PSMD5/PSMD2/PSMB10/UBE2D1/UBE2E1/PSMA5/PSMB6/PSMD1/PSMB4/ANAPC10/CDC26/PSMB8/ANAPC4/UBC/UBA52",47
"R-HSA-174084","Autodegradation of Cdh1 by Cdh1:APC/C","45/2262","63/10616",1.78590074715689e-17,7.92939931737661e-16,5.26997378371561e-16,"PSMB5/PSMB2/PSMC3/PSMD9/PSMD7/PSMA2/ANAPC5/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/ANAPC11/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/ANAPC15/ANAPC16/PSMA7/SEM1/PSMD12/PSMD14/PSMD5/PSMD2/PSMB10/UBE2D1/UBE2E1/PSMA5/PSMB6/PSMD1/PSMB4/ANAPC10/CDC26/PSMB8/ANAPC4/UBC/UBA52",45
"R-HSA-68827","CDT1 association with the CDC6:ORC:origin complex","43/2262","59/10616",2.72434299367963e-17,1.1705886669617e-15,7.77987252184913e-16,"PSMB5/CDC6/PSMB2/PSMC3/PSMD9/PSMD7/PSMA2/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/ORC1/PSMA7/SEM1/ORC5/PSMD12/PSMD14/MCM8/PSMD5/PSMD2/PSMB10/ORC3/PSMA5/PSMB6/PSMD1/ORC2/PSMB4/PSMB8/ORC4/UBC/UBA52",43
"R-HSA-68867","Assembly of the pre-replicative complex","47/2262","68/10616",2.85567476846651e-17,1.18867462237419e-15,7.90007394829058e-16,"PSMB5/CDC6/PSMB2/PSMC3/PSMD9/PSMD7/PSMA2/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/MCM2/MCM4/PSMD10/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/MCM6/ORC1/PSMA7/SEM1/ORC5/PSMD12/PSMD14/MCM8/PSMD5/PSMD2/PSMB10/ORC3/PSMA5/PSMB6/PSMD1/MCM3/ORC2/PSMB4/PSMB8/ORC4/UBC/UBA52",47
"R-HSA-163200","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","67/2262","123/10616",5.74543464463868e-16,2.31906634747234e-14,1.54127927787596e-14,"COX8A/COX6C/COX5A/UQCR10/TMEM126B/ATP5MC1/NDUFA9/NDUFA1/NDUFAB1/ATP5F1A/NDUFB11/COX5B/ATP5MC3/ECSIT/COX7B/COX14/COX6B1/NDUFB6/NDUFA7/UQCR11/TRAP1/NDUFB8/UQCRC1/NDUFV1/ETFB/NDUFA13/NDUFA11/NDUFB7/ATP5F1C/NDUFAF4/NDUFS7/SCO2/NDUFB10/NDUFS3/NDUFS5/COX11/ATP5PO/NDUFC1/SDHB/SCO1/ATP5ME/NDUFA8/NDUFA2/LRPPRC/NDUFA6/CYC1/UQCRQ/TACO1/NDUFB2/ATP5MG/UQCRC2/NDUFB5/ATP5F1D/SDHD/NDUFAF1/NDUFB9/NDUFS4/SDHC/NDUFA5/NDUFB1/NDUFA4/ATP5PB/TIMMDC1/UCP2/COQ10B/COX20/NDUFB3",67
"R-HSA-69017","CDK-mediated phosphorylation and removal of Cdc6","47/2262","72/10616",9.2747178130417e-16,3.6335070961681e-14,2.41487234698702e-14,"PSMB5/CDC6/PSMB2/PSMC3/PSMD9/PSMD7/PSMA2/ANAPC5/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/ANAPC11/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/ANAPC15/CCNA2/ANAPC16/PSMA7/SEM1/PSMD12/PSMD14/PSMD5/PSMD2/PSMB10/UBE2D1/UBE2E1/PSMA5/PSMB6/PSMD1/PSMB4/ANAPC10/CDC26/PSMB8/ANAPC4/UBC/UBA52",47
"R-HSA-5362768","Hh mutants that don't undergo autocatalytic processing are degraded by ERAD","40/2262","56/10616",1.12005451435529e-15,4.26260746606071e-14,2.83297998969263e-14,"PSMB5/PSMB2/PSMC3/PSMD9/SYVN1/PSMD7/PSMA2/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/PSMA7/SEM1/PSMD12/PSMD14/PSMD5/PSMD2/OS9/PSMB10/PSMA5/PSMB6/PSMD1/PSMB4/PSMB8/VCP/UBC/ERLEC1/UBA52",40
"R-HSA-9604323","Negative regulation of NOTCH4 signaling","39/2262","54/10616",1.39423081303411e-15,5.1586540082262e-14,3.42850325661311e-14,"PSMB5/PSMB2/PSMC3/RBX1/PSMD9/PSMD7/PSMA2/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/PSMA7/SEM1/PSMD12/PSMD14/SKP1/PSMD5/PSMD2/PSMB10/PSMA5/PSMB6/PSMD1/TACC3/PSMB4/PSMB8/UBC/UBA52",39
"R-HSA-69601","Ubiquitin Mediated Degradation of Phosphorylated Cdc25A","38/2262","52/10616",1.70652598822586e-15,5.82844260594063e-14,3.87365278299041e-14,"PSMB5/PSMB2/PSMC3/PSMD9/CHEK1/PSMD7/PSMA2/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/CDC25A/PSMA7/SEM1/PSMD12/PSMD14/PSMD5/PSMD2/PSMB10/PSMA5/PSMB6/PSMD1/PSMB4/PSMB8/UBC/UBA52",38
"R-HSA-69610","p53-Independent DNA Damage Response","38/2262","52/10616",1.70652598822586e-15,5.82844260594063e-14,3.87365278299041e-14,"PSMB5/PSMB2/PSMC3/PSMD9/CHEK1/PSMD7/PSMA2/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/CDC25A/PSMA7/SEM1/PSMD12/PSMD14/PSMD5/PSMD2/PSMB10/PSMA5/PSMB6/PSMD1/PSMB4/PSMB8/UBC/UBA52",38
"R-HSA-69613","p53-Independent G1/S DNA damage checkpoint","38/2262","52/10616",1.70652598822586e-15,5.82844260594063e-14,3.87365278299041e-14,"PSMB5/PSMB2/PSMC3/PSMD9/CHEK1/PSMD7/PSMA2/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/CDC25A/PSMA7/SEM1/PSMD12/PSMD14/PSMD5/PSMD2/PSMB10/PSMA5/PSMB6/PSMD1/PSMB4/PSMB8/UBC/UBA52",38
"R-HSA-73894","DNA Repair","133/2262","331/10616",2.07451473065168e-15,6.9081340530701e-14,4.59122865388965e-14,"POLR2G/H2BC14/UNG/PCNA/PCLAF/POLR2L/PRPF19/POLR2I/APEX1/NTHL1/SUMO3/COPS2/CETN2/RAD51C/RBX1/POLR2H/MAD2L2/RFC5/COPS3/UBA7/UFD1/CHEK1/POLR2K/UBE2N/RFC3/POLE3/ALKBH2/DDB1/RAD51AP1/GTF2H5/RAD51/PALB2/POLR2E/UBB/RUVBL1/H2AZ1/UBE2V2/RBBP8/COPS5/EXO1/POLD1/GTF2H3/RPA2/FANCG/UBE2T/POLE2/H2BC7/POLR2C/CCNA2/FANCI/SLX4/POLR2B/H2BU1/BLM/MCRS1/INO80C/PRKDC/RNF111/LIG3/ZNF830/PARP1/PARP2/ACTL6A/RMI1/DTL/DCLRE1B/SUMO2/SMARCA5/NBN/H2AC8/BABAM1/CENPX/NEIL3/PPP5C/USP10/H4C5/POLD2/MSH2/H4C13/H2BC4/ASCC1/FANCA/POLE4/FANCB/MRE11/FANCF/H4C9/BRIP1/WRN/XRCC4/POT1/UVSSA/H2BC8/COPS4/RFC2/H4C2/ATM/BRCA2/CUL4B/RAD1/POLD4/EME1/BRCA1/NFRKB/CUL4A/ISG15/H2BC15/MLH1/UBE2L6/TIMELESS/VCP/CHD1L/TERF2IP/FANCL/POLB/UBC/POLQ/CLSPN/H2BC12/RIF1/TDP2/PAXIP1/H2BC5/XRCC2/UBA52/UBE2B/MBD4/H4C3/RCHY1/DCLRE1A/H4C1/H4C4/KPNA2",133
"R-HSA-2262752","Cellular responses to stress","175/2262","477/10616",2.38803588064164e-15,7.75820437320649e-14,5.15619557283598e-14,"NUP37/PSMB5/H2BC14/SOD1/FKBP4/ATOX1/GPX1/PRDX3/PSMB2/PSMC3/RBX1/HSPA5/TFDP1/PSMD9/MINK1/LAMTOR2/JUN/TNRC6B/RAE1/PSMD7/SEH1L/PSMA2/ANAPC5/PSMB1/TUBB4A/PSMD13/TXNRD1/PSMA3/PSMC5/HSPA14/PSMB3/PSMD8/HSPH1/NUP93/SZT2/PSMB7/RBBP7/PSME1/UBB/LMNB1/ATP6V1G1/H2AZ1/ATP6V1E1/GSR/BAG1/PSMD10/TFDP2/RPA2/LAMTOR5/ANAPC11/PSMA4/PSME3/PSMC4/PSMD6/DNAJA2/NUP35/H2BC7/PSMC2/H3C2/PSMA1/DNAJA1/NUDT2/STIP1/SEC13/NUP107/VEGFA/CCS/ANAPC15/CCNA2/DCTN2/ANAPC16/RPS19BP1/GSTP1/H2BU1/PSMA7/MAP2K4/SEM1/PRDX6/PSMD12/C12orf66/NUP155/BAG2/CABIN1/PRDX1/ACTR1A/H1-5/UBE2D2/PSMD14/ATP6V1B2/H1-4/ASF1A/CAT/CAPZA2/PSMD5/PSMD2/ACTR10/NCF2/RRAGA/RRAGD/PSMB10/NDC1/UBE2D1/DYNLL1/ERO1A/NBN/H2AC8/H3C12/LAMTOR3/PRDX5/UBE2E1/TNRC6A/H4C5/PSMA5/PSMB6/ATP6V1H/PSMD1/CUL2/MDM4/HSPA4L/H4C13/H2BC4/H3C1/MAPKAPK5/DYNC1LI1/DCTN4/H1-3/CYBB/MRE11/RNF2/DCTN5/H4C9/NUP54/H3C11/HIKESHI/POT1/H2BC8/DYNC1LI2/ATP6V1D/NUP133/H4C2/PSMB4/ATM/HSPA4/ANAPC10/H1-0/NUP210/AGO4/STAT3/CDC26/PSMB8/ANAPC4/H2BC15/ATP6V1C1/VCP/TERF2IP/UBC/DCTN6/H1-2/NR3C1/H2BC12/CBX6/RBBP4/CAPZA1/ATP7A/H2BC5/UBA52/ATP6V0D1/H4C3/H3C7/DNAJC2/CDKN1B/H4C1/H4C4/SESN1/ATP6V1A",175
"R-HSA-174113","SCF-beta-TrCP mediated degradation of Emi1","39/2262","55/10616",3.81180825140037e-15,1.20888775972983e-13,8.03441288077121e-14,"PSMB5/CDC20/PSMB2/PSMC3/PSMD9/PSMD7/PSMA2/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/PSMA7/SEM1/PSMD12/PSMD14/FBXO5/SKP1/PSMD5/PSMD2/PSMB10/PSMA5/PSMB6/PSMD1/PSMB4/PSMB8/UBC/UBA52",39
"R-HSA-350562","Regulation of ornithine decarboxylase (ODC)","37/2262","51/10616",5.93793807947402e-15,1.79808202003064e-13,1.19502685225681e-13,"PSMB5/PSMB2/PSMC3/PSMD9/PSMD7/PSMA2/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/OAZ2/PSMD10/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/AZIN1/PSMA7/SEM1/NQO1/PSMD12/PSMD14/PSMD5/PSMD2/PSMB10/OAZ1/PSMA5/PSMB6/PSMD1/PSMB4/PSMB8",37
"R-HSA-611105","Respiratory electron transport","57/2262","100/10616",5.93961027637748e-15,1.79808202003064e-13,1.19502685225681e-13,"COX8A/COX6C/COX5A/UQCR10/TMEM126B/NDUFA9/NDUFA1/NDUFAB1/NDUFB11/COX5B/ECSIT/COX7B/COX14/COX6B1/NDUFB6/NDUFA7/UQCR11/TRAP1/NDUFB8/UQCRC1/NDUFV1/ETFB/NDUFA13/NDUFA11/NDUFB7/NDUFAF4/NDUFS7/SCO2/NDUFB10/NDUFS3/NDUFS5/COX11/NDUFC1/SDHB/SCO1/NDUFA8/NDUFA2/LRPPRC/NDUFA6/CYC1/UQCRQ/TACO1/NDUFB2/UQCRC2/NDUFB5/SDHD/NDUFAF1/NDUFB9/NDUFS4/SDHC/NDUFA5/NDUFB1/NDUFA4/TIMMDC1/COQ10B/COX20/NDUFB3",57
"R-HSA-983705","Signaling by the B Cell Receptor (BCR)","61/2262","112/10616",1.1809739180724e-14,3.49568279749431e-13,2.32327266689799e-13,"PSMB5/SH3KBP1/PSMB2/CD22/PSMC3/ITPR1/PSMD9/PSMD7/PSMA2/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/STIM1/PSMB7/PSME1/UBB/PSMD10/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/PSMA7/SEM1/PSMD12/NFATC2/KRAS/PSMD14/DAPP1/SKP1/PSMD5/PSMD2/RASGRP3/PTPN6/CHUK/PSMB10/BLK/CALM3/NFKBIA/ITPR3/PSMA5/PSMB6/PSMD1/NCK1/VAV1/CD79A/PSMB4/PSMB8/SYK/UBC/REL/BTK/UBA52/CD79B/LYN/PPP3CB/MALT1",61
"R-HSA-8854050","FBXL7 down-regulates AURKA during mitotic entry and in early mitosis","38/2262","54/10616",1.28755495648438e-14,3.72831130877651e-13,2.47788036247909e-13,"PSMB5/PSMB2/PSMC3/RBX1/PSMD9/PSMD7/PSMA2/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/PSMA7/SEM1/PSMD12/PSMD14/SKP1/PSMD5/PSMD2/PSMB10/PSMA5/PSMB6/PSMD1/PSMB4/PSMB8/UBC/UBA52",38
"R-HSA-5678895","Defective CFTR causes cystic fibrosis","41/2262","61/10616",1.40748201751856e-14,3.9888639304994e-13,2.65104675640114e-13,"PSMB5/PSMB2/PSMC3/PSMD9/PSMD7/PSMA2/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/PSMA7/SEM1/PSMD12/PSMD14/PSMD5/PSMD2/OS9/PSMB10/PSMA5/PSMB6/PSMD1/ERLIN1/PSMB4/PSMB8/DERL1/VCP/UBC/ERLEC1/UBA52",41
"R-HSA-180534","Vpu mediated degradation of CD4","37/2262","52/10616",1.63754212378861e-14,4.45144103854374e-13,2.95848104426686e-13,"PSMB5/PSMB2/PSMC3/PSMD9/PSMD7/PSMA2/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/PSMA7/SEM1/PSMD12/PSMD14/SKP1/PSMD5/PSMD2/PSMB10/PSMA5/PSMB6/PSMD1/PSMB4/PSMB8/UBC/UBA52",37
"R-HSA-349425","Autodegradation of the E3 ubiquitin ligase COP1","37/2262","52/10616",1.63754212378861e-14,4.45144103854374e-13,2.95848104426686e-13,"PSMB5/PSMB2/PSMC3/PSMD9/PSMD7/PSMA2/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/PSMA7/SEM1/PSMD12/PSMD14/PSMD5/PSMD2/PSMB10/PSMA5/PSMB6/PSMD1/PSMB4/ATM/PSMB8/UBC/UBA52",37
"R-HSA-5387390","Hh mutants abrogate ligand secretion","40/2262","59/10616",1.89020402685157e-14,4.93676816424762e-13,3.28103526642346e-13,"PSMB5/PSMB2/PSMC3/PSMD9/SYVN1/PSMD7/PSMA2/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/PSMA7/SEM1/PSMD12/PSMD14/PSMD5/PSMD2/OS9/PSMB10/PSMA5/PSMB6/PSMD1/PSMB4/PSMB8/VCP/UBC/ERLEC1/UBA52",40
"R-HSA-5676590","NIK-->noncanonical NF-kB signaling","40/2262","59/10616",1.89020402685157e-14,4.93676816424762e-13,3.28103526642346e-13,"PSMB5/PSMB2/PSMC3/PSMD9/PSMD7/PSMA2/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/NFKB2/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/PSMA7/SEM1/PSMD12/PSMD14/SKP1/PSMD5/PSMD2/CHUK/PSMB10/PSMA5/PSMB6/PSMD1/PSMB4/PSMB8/UBC/UBA52/UBA3",40
"R-HSA-211733","Regulation of activated PAK-2p34 by proteasome mediated degradation","36/2262","50/10616",2.05079937806293e-14,5.25320148380736e-13,3.49134064160106e-13,"PSMB5/PSMB2/PSMC3/PSMD9/PSMD7/PSMA2/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/PSMA7/SEM1/PSMD12/PSMD14/PSMD5/PSMD2/PSMB10/PSMA5/PSMB6/PSMD1/PSMB4/PSMB8/UBC/UBA52",36
"R-HSA-187577","SCF(Skp2)-mediated degradation of p27/p21","40/2262","60/10616",4.5100567417715e-14,1.09225374182539e-12,7.2592492245547e-13,"PSMB5/PSMB2/PSMC3/PSMD9/PSMD7/PSMA2/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/CCNA2/PSMA7/SEM1/PSMD12/PSMD14/SKP1/PSMD5/PSMD2/PSMB10/PSMA5/PSMB6/PSMD1/SKP2/PSMB4/PSMB8/UBC/UBA52/CDKN1B",40
"R-HSA-5607761","Dectin-1 mediated noncanonical NF-kB signaling","40/2262","60/10616",4.5100567417715e-14,1.09225374182539e-12,7.2592492245547e-13,"PSMB5/PSMB2/PSMC3/PSMD9/PSMD7/PSMA2/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/NFKB2/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/PSMA7/SEM1/PSMD12/PSMD14/SKP1/PSMD5/PSMD2/CHUK/PSMB10/PSMA5/PSMB6/PSMD1/PSMB4/PSMB8/UBC/UBA52/UBA3",40
"R-HSA-5610780","Degradation of GLI1 by the proteasome","40/2262","60/10616",4.5100567417715e-14,1.09225374182539e-12,7.2592492245547e-13,"PSMB5/PSMB2/PSMC3/RBX1/PSMD9/PSMD7/PSMA2/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/PSMA7/SEM1/PSMD12/PSMD14/SKP1/PSMD5/PSMD2/PSMB10/PSMA5/PSMB6/PSMD1/PSMB4/PRKACB/ITCH/PSMB8/UBC/UBA52",40
"R-HSA-72312","rRNA processing","91/2262","204/10616",4.70884876078262e-14,1.12003331238615e-12,7.44387557860561e-13,"RPS15A/NIP7/TSR1/HSD17B10/IMP3/FBL/RPS11/DDX21/WDR18/UTP4/PES1/DDX49/EXOSC5/DDX47/RPL22/NAT10/RPL39L/EXOSC2/EXOSC7/RCL1/TRMT10C/IMP4/TEX10/WDR12/UTP20/EMG1/LAS1L/TRMT112/UTP18/RPS24/TBL3/RRP1/MRM3/RRP9/RPL11/RIOK2/RPL36AL/UTP11/NOP14/NOB1/PNO1/RPS27L/RPP40/RPL15/WDR46/NOP2/RPP30/ELAC2/EXOSC8/NOL6/NOP10/WDR3/RPS23/PDCD11/WDR36/KRR1/DDX52/PELP1/DIMT1/FCF1/ERI1/RPL14/XRN2/RPL9/UTP15/EXOSC1/UTP25/EXOSC9/MPHOSPH10/PRORP/RPL4/LTV1/RPS6/DHX37/RPS14/BOP1/MTREX/RPS25/NOC4L/RIOK1/RPP14/WDR75/RPL41/TFB1M/RPL27A/NOL9/ISG20L2/UBA52/BYSL/RIOK3/HEATR1",91
"R-HSA-8953897","Cellular responses to external stimuli","175/2262","491/10616",5.21895757833351e-14,1.2195879814632e-12,8.10552783634069e-13,"NUP37/PSMB5/H2BC14/SOD1/FKBP4/ATOX1/GPX1/PRDX3/PSMB2/PSMC3/RBX1/HSPA5/TFDP1/PSMD9/MINK1/LAMTOR2/JUN/TNRC6B/RAE1/PSMD7/SEH1L/PSMA2/ANAPC5/PSMB1/TUBB4A/PSMD13/TXNRD1/PSMA3/PSMC5/HSPA14/PSMB3/PSMD8/HSPH1/NUP93/SZT2/PSMB7/RBBP7/PSME1/UBB/LMNB1/ATP6V1G1/H2AZ1/ATP6V1E1/GSR/BAG1/PSMD10/TFDP2/RPA2/LAMTOR5/ANAPC11/PSMA4/PSME3/PSMC4/PSMD6/DNAJA2/NUP35/H2BC7/PSMC2/H3C2/PSMA1/DNAJA1/NUDT2/STIP1/SEC13/NUP107/VEGFA/CCS/ANAPC15/CCNA2/DCTN2/ANAPC16/RPS19BP1/GSTP1/H2BU1/PSMA7/MAP2K4/SEM1/PRDX6/PSMD12/C12orf66/NUP155/BAG2/CABIN1/PRDX1/ACTR1A/H1-5/UBE2D2/PSMD14/ATP6V1B2/H1-4/ASF1A/CAT/CAPZA2/PSMD5/PSMD2/ACTR10/NCF2/RRAGA/RRAGD/PSMB10/NDC1/UBE2D1/DYNLL1/ERO1A/NBN/H2AC8/H3C12/LAMTOR3/PRDX5/UBE2E1/TNRC6A/H4C5/PSMA5/PSMB6/ATP6V1H/PSMD1/CUL2/MDM4/HSPA4L/H4C13/H2BC4/H3C1/MAPKAPK5/DYNC1LI1/DCTN4/H1-3/CYBB/MRE11/RNF2/DCTN5/H4C9/NUP54/H3C11/HIKESHI/POT1/H2BC8/DYNC1LI2/ATP6V1D/NUP133/H4C2/PSMB4/ATM/HSPA4/ANAPC10/H1-0/NUP210/AGO4/STAT3/CDC26/PSMB8/ANAPC4/H2BC15/ATP6V1C1/VCP/TERF2IP/UBC/DCTN6/H1-2/NR3C1/H2BC12/CBX6/RBBP4/CAPZA1/ATP7A/H2BC5/UBA52/ATP6V0D1/H4C3/H3C7/DNAJC2/CDKN1B/H4C1/H4C4/SESN1/ATP6V1A",175
"R-HSA-1236974","ER-Phagosome pathway","49/2262","83/10616",7.41682359507456e-14,1.70331190148954e-12,1.13204149609033e-12,"PSMB5/VAMP8/SEC61G/PSMB2/PSMC3/PSMD9/PSMD7/PSMA2/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/VAMP3/PSMD10/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/HLA-E/PSMA7/SEM1/PSMD12/PSMD14/PSMD5/PSMD2/CHUK/PSMB10/PSMA5/PSMB6/PSMD1/TAP1/PSMB4/TLR6/PSMB8/LY96/UBC/B2M/BTK/MYD88/UBA52/TLR4/TLR1",49
"R-HSA-450408","AUF1 (hnRNP D0) binds and destabilizes mRNA","38/2262","56/10616",8.20050899739649e-14,1.8513691499207e-12,1.23044211718295e-12,"PSMB5/PSMB2/PSMC3/PSMD9/PSMD7/PSMA2/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/HSPB1/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/PSMA7/SEM1/PSMD12/PSMD14/PSMD5/PSMD2/PSMB10/PSMA5/PSMB6/PSMD1/PSMB4/EIF4G1/PSMB8/UBC/UBA52",38
"R-HSA-69615","G1/S DNA Damage Checkpoints","43/2262","68/10616",8.3488198342909e-14,1.85343800321258e-12,1.23181710186643e-12,"PSMB5/PSMB2/PSMC3/PSMD9/CHEK1/PSMD7/PSMA2/PSMB1/PSMD13/PSMA3/PSMC5/PSMB3/PSMD8/PSMB7/PSME1/UBB/PSMD10/PSMA4/PSME3/PSMC4/PSMD6/PSMC2/PSMA1/CCNA2/CDC25A/PSMA7/SEM1/PSMD12/PSMD14/PSMD5/PSMD2/PSMB10/PSMA5/PSMB6/PSMD1/MDM4/PSMB4/ATM/ZNF385A/PSMB8/UBC/UBA52/CDKN1B",43
